user_id,days_since_last_session,avg_session_duration,session_frequency_7d,session_frequency_30d,sessions_per_week,weekend_activity_ratio,streak_current,streak_longest,ramadan_engagement_ratio,is_ramadan_convert,days_since_ramadan,last_10_nights_sessions,jummah_participation_rate,prayer_time_interaction_rate,eid_participation,muharram_participation,quran_reading_pct,hadith_engagement_pct,lecture_watch_minutes,fiqh_content_views,seerah_content_views,tafsir_engagement,topic_diversity_score,content_completion_rate,bookmark_count,friends_count,shares_sent,comments_made,days_since_last_social,is_churned,days_since_signup,content_quran_read,subscription_basic,subscription_free,subscription_premium,location_Atlanta GA,location_Chicago IL,location_Dallas TX,location_Detroit MI,location_Houston TX,location_Los Angeles CA,location_Minneapolis MN,location_New York NY,location_Philadelphia PA,location_Washington DC
7205-BAIAD,1,27.123516655856946,19,79.8,19,0.4249093842485103,2,74,2.36101211679179,1,258,0,0.0,0.43829792057811123,1,1,0.0,0.0,0.0,0,0,0,0.618221008147807,0.6982121260282552,66,103,49,26,54,0,1200,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0151-ONTOV,50,8.180373708482062,2,8.4,2,0.47674911146323434,0,12,1.3003000300746348,0,278,0,0.5529724263837621,0.8393247140154007,1,1,0.15607410738920036,0.16320318854697843,0.0,4,18,29,0.7426477412705048,0.28897818346826776,35,81,26,17,6,1,30,304,0,1,0,0,0,0,0,0,0,0,0,0,1
4140-MUHUG,33,3.0050204805076506,1,4.2,1,0.5427189211734361,0,6,0.70034271925116,0,309,0,0.4232229468835923,0.6534919169020886,1,0,0.7075927292698259,0.24593906282747663,39.11397860996067,47,12,23,0.43463101002942184,0.17346573192541664,79,6,40,19,40,1,90,25,0,1,0,0,0,0,0,0,0,0,0,0,1
0093-EXYQL,0,40.46399028901851,5,21.0,5,0.5258196114917348,18,22,2.4131523200563616,0,207,6,0.6816121158622714,0.6594503835850286,0,0,0.1408738983263153,0.0898874761268486,51.737805345243466,32,3,26,0.7633017921493845,0.6918118526630789,67,102,3,2,30,0,1200,270,0,1,0,0,0,0,1,0,0,0,0,0,0
8064-RAVOH,5,21.221653042822425,14,58.800000000000004,14,0.5216561888123465,2,89,2.1288740109416486,0,275,0,0.7251200058952203,0.5031404990912871,0,1,0.27375401711744973,0.08758973202167059,0.0,18,17,17,0.3907625122402987,0.736621492771039,95,82,43,3,51,0,30,463,0,1,0,1,0,0,0,0,0,0,0,0,0
0219-QAERP,6,37.84246657122621,5,21.0,5,0.3388712997388142,23,74,2.272731993790168,0,81,0,0.0,0.7372568693025117,1,0,0.0,0.0,0.0,0,0,0,0.6734202017055665,0.9253196616652013,86,146,44,36,33,0,900,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0320-JDNQG,21,5.575790880055348,2,8.4,2,0.32936847054758056,0,3,2.4565354765680563,1,127,7,0.7756681646424034,0.7133823137112526,0,1,0.518907306647277,0.23425118878300455,194.74337389868654,49,12,18,0.7800237414846078,0.10061899665737316,66,13,19,72,46,1,690,186,0,1,0,0,1,0,0,0,0,0,0,0,0
7180-PISOG,31,3.347560297859724,2,8.4,2,0.29952764960217243,0,2,0.681484688159085,1,114,0,0.6189713687240204,0.839178578281103,1,0,0.7889116675882101,0.5334187897486669,0.0,37,39,16,0.5928087040672132,0.13432934801722052,8,20,20,38,6,1,30,259,0,1,0,0,0,0,0,0,0,0,0,0,1
9168-INPSZ,4,30.052884878422418,7,29.400000000000002,7,0.5376476117758443,10,50,0.5955893582193461,0,226,3,0.8197860162749093,0.45298091000929147,1,0,0.46430765548895236,0.43055842765242824,135.86723693320383,42,29,5,0.7143851916753436,0.8283439385510607,19,10,20,69,37,0,1320,349,0,1,0,0,1,0,0,0,0,0,0,0,0
3571-RFHAR,57,4.299414545438333,2,8.4,2,0.3481453570150103,0,10,1.4775189943807414,0,62,6,0.8602161468164888,0.8638583024091921,1,1,0.18403021933656083,0.1226388523701483,185.6584501079725,13,17,29,0.6559810831659629,0.2205474169606634,81,111,11,22,43,1,1950,308,0,1,0,0,0,0,0,0,0,0,0,0,1
0015-UOCOJ,6,23.729997194785142,19,79.8,19,0.45026689819469107,6,88,1.1560286157730917,1,132,0,0.7279410047984471,0.5145509334144065,1,1,0.6098299246619884,0.2130923032184618,0.0,26,13,17,0.8637849056380829,0.6948971678513005,78,14,29,65,37,0,210,362,0,1,0,0,0,0,0,0,0,0,1,0,0
5334-AFQJB,3,40.73458315135328,13,54.6,13,0.42339880686738895,20,25,1.6996910085927899,0,215,0,0.0,0.5769534560410386,1,1,0.0,0.0,0.0,0,0,0,0.44222267829301803,0.7587461985170958,29,87,26,52,46,0,2160,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2754-SDJRD,4,21.495581266342377,13,54.6,13,0.25386338533256336,29,41,1.0199739555338425,0,208,4,0.6767664996610663,0.7843933964734389,1,0,0.2309388325567345,0.1381088523487693,40.46082874208038,13,15,29,0.41111252161381023,0.9223208819319482,5,138,16,38,56,0,240,230,0,1,0,0,0,0,0,1,0,0,0,0,0
9578-VRMNM,58,3.212502768264293,2,8.4,2,0.5492451834011405,0,1,2.0872919063556776,1,228,9,0.6723892105419229,0.6898106332087495,1,0,0.13255618460846832,0.1126903737425528,32.98026367761406,29,18,21,0.7336318570007445,0.3829964036482997,36,75,29,18,1,1,480,90,0,1,0,0,0,0,0,0,0,0,0,1,0
1587-FKLZB,16,4.522338206463654,0,0.0,0,0.47527680065763267,0,12,0.5870764196860105,0,329,9,0.7988218859042049,0.42380852721758283,1,0,0.2196098517747001,0.1419219614830687,58.80207033556025,37,15,21,0.3752635405149042,0.10240682379502102,47,138,4,20,20,1,1980,188,0,1,0,0,0,0,0,0,0,0,0,0,1
6140-QNRQQ,42,6.3238710925501795,0,0.0,0,0.31375443573433626,0,9,0.7578155326746385,1,285,0,0.9161332142136025,0.6499308643931354,1,1,0.6411239349666887,0.16795778289465307,0.0,37,36,18,0.3884586632944394,0.36122205804064444,95,81,13,19,12,1,30,380,0,1,0,0,0,0,0,0,0,1,0,0,0
8963-JLGJT,2,37.01056001227764,9,37.800000000000004,9,0.23868599319121003,5,14,0.7605696338346288,0,311,0,0.6668081672776884,0.7783592099007721,1,0,0.421055196397643,0.25060663828663754,0.0,15,36,7,0.5768346378986133,0.9281545977431142,51,113,46,71,20,0,90,355,0,1,0,0,0,0,0,1,0,0,0,0,0
4307-KTUMW,43,3.2027073746493,2,8.4,2,0.3146651680678038,0,4,1.2264426373727864,1,221,6,0.5838390965160706,0.8207759114431556,1,0,0.22586868859011594,0.47726476453020894,188.46264668201135,7,2,20,0.8915116396141476,0.1882167093972316,38,46,28,72,4,1,1590,424,0,1,0,0,0,0,0,1,0,0,0,0,0
1465-LNTLJ,6,41.2154856504461,15,63.0,15,0.332743920371128,18,62,0.8403312396259643,0,46,6,0.6666129084942984,0.8505396914542349,1,1,0.3282410353772254,0.34619389824987307,63.9487540032944,31,22,16,0.7937431297067759,0.9129975231112912,95,54,7,13,58,0,240,167,0,1,0,0,1,0,0,0,0,0,0,0,0
5440-FLBQG,66,4.789158810207404,1,4.2,1,0.2681132303592728,0,12,0.511480844439147,0,172,7,0.9399309832578957,0.7649386023165923,0,0,0.3485278701833519,0.4682262707402876,31.151689321409435,29,14,16,0.6870859295413345,0.285697936362034,75,68,47,54,43,1,2070,371,0,0,1,1,0,0,0,0,0,0,0,0,0
2135-DQWAQ,0,37.36832690621052,12,50.400000000000006,12,0.5454384481045941,24,84,0.7490578310371638,0,336,0,0.61633445363805,0.8561360545545174,0,1,0.4438443457931768,0.44132620297988395,110.67025107415068,19,37,23,0.6545269093821201,0.7402144178233864,91,122,26,10,1,0,150,307,0,1,0,0,1,0,0,0,0,0,0,0,0
4056-QHXHZ,6,17.683266538826416,11,46.2,11,0.5688178231255554,18,72,1.466000291692743,1,252,6,0.4920174348820543,0.5917284864917975,1,1,0.4076303644224688,0.49738591872823784,143.33607318777462,19,6,21,0.3576952224298824,0.6295777569976487,52,90,49,67,30,0,2160,458,0,0,1,0,1,0,0,0,0,0,0,0,0
7470-MCQTK,50,8.21379039644161,1,4.2,1,0.25354389948364,0,11,1.7429117097311795,0,98,1,0.557795209787852,0.0,1,0,0.6944875053185339,0.5424277536491505,129.82198751492524,22,8,23,0.510597042979405,0.2521764129718678,64,77,7,1,4,1,390,199,0,1,0,0,0,0,0,0,0,1,0,0,0
7488-MXJIV,26,3.5845312535606064,2,8.4,2,0.3990720469099285,0,9,2.1247832605030355,0,107,4,0.354881989149688,0.754048029443748,1,1,0.5866903184239102,0.5127539779368666,111.05363856674545,25,15,22,0.5283737264347729,0.123340347347204,47,138,0,13,42,1,120,103,0,1,0,0,0,0,0,0,0,0,0,1,0
7401-JIXNM,5,19.82741142852692,18,75.60000000000001,18,0.3366086195041237,25,98,0.9218236512576345,0,237,6,0.6526857906582064,0.45340537900306555,0,1,0.7083287830512808,0.2653341435872726,56.174351312288465,13,5,9,0.3265272296951603,0.7838273673782613,58,31,36,15,21,0,1620,100,0,0,1,0,0,0,0,0,0,0,0,1,0
9339-FIIJL,0,28.446493683513108,14,58.800000000000004,14,0.3653038935434941,14,64,2.2261370948497925,1,256,8,0.719487675845915,0.6760553942399532,1,1,0.20324176295370638,0.347163954704322,135.78690576085444,45,39,25,0.7133395212494678,0.7287819733383717,29,94,26,46,3,0,2160,191,0,0,1,0,0,1,0,0,0,0,0,0,0
2027-FECZV,64,8.331102564890061,2,8.4,2,0.21752716102385886,0,12,0.7333742481283474,0,303,6,0.5757341682861877,0.6447220260231645,1,0,0.5872599088100453,0.5873767431952397,110.30929181214131,8,23,24,0.8423575826220095,0.11312112748677516,76,101,40,73,19,1,360,410,0,1,0,0,0,0,0,0,0,0,0,0,1
2672-DZUOY,58,7.583070456634789,2,8.4,2,0.26909388084498403,0,2,2.0367449441218,0,51,0,0.7748833700679482,0.0,0,1,0.6637313416871492,0.18930364618070183,0.0,3,38,5,0.7019425297205594,0.2014095509923327,1,37,35,40,13,1,30,398,0,1,0,0,0,0,0,0,0,1,0,0,0
4706-DGAHW,2,43.530153435518585,8,33.6,8,0.5539833308258441,22,46,1.5611147392316942,0,202,0,0.5804042601582899,0.7268993142972153,1,1,0.10039320375613657,0.19597878123637968,0.0,45,13,10,0.7296532977560621,0.7375729713775183,85,73,30,71,46,0,30,66,0,1,0,0,0,1,0,0,0,0,0,0,0
3870-MQAMG,63,8.68741178621991,0,0.0,0,0.5690933549524715,0,14,1.7127544562101062,0,73,4,0.6743449507163699,0.7071846342649182,1,0,0.15675939930498783,0.5774796532417311,49.70014849787864,0,2,25,0.6858201784702238,0.20503618016724665,95,18,8,25,59,1,1620,335,1,0,0,0,0,0,0,0,0,0,1,0,0
6670-MFRPK,1,33.91308702267482,15,63.0,15,0.22209600255550557,27,67,0.6864779146129412,0,227,0,0.4595533638383551,0.5211256497509229,1,1,0.5871710736711799,0.23968681873401704,0.0,34,20,15,0.5501056145503797,0.8348006349574347,66,71,21,25,17,0,2070,444,0,0,1,0,0,0,0,0,0,0,0,0,1
6177-PEVRA,2,37.96055623211814,15,63.0,15,0.4767096198216881,10,55,2.3747537200417437,0,190,0,0.6992778418350752,0.5511485601296913,1,0,0.7612180687064294,0.4915473978149757,0.0,12,0,12,0.5605895379080813,0.745232181191082,81,144,3,72,57,0,1440,296,0,0,1,0,0,0,0,0,0,0,0,0,1
4800-CZMPC,24,8.383210639317252,2,8.4,2,0.42618411915342824,0,8,0.7266641429654035,0,364,0,0.558788978052998,0.7464222744715783,1,0,0.20387535734523085,0.19334996649417452,17.043241285803706,10,39,11,0.6592516468511528,0.3248360032855473,37,119,5,74,27,1,1440,307,1,0,0,0,0,0,1,0,0,0,0,0,0
4813-HQMGZ,1,29.23436347511071,17,71.4,17,0.5799779377143692,12,68,2.013410765102795,0,108,5,0.7858966945977262,0.7535009299307762,0,0,0.4792348005759386,0.5034239475634293,85.0516698226137,3,30,6,0.7331721726160367,0.8853765674863184,96,99,22,78,49,0,240,361,0,1,0,0,0,0,1,0,0,0,0,0,0
7579-KKLOE,2,28.693451849009264,9,37.800000000000004,9,0.23790182552726674,16,72,0.8039972238537405,0,266,0,0.8062174814284322,0.8846524995190133,1,1,0.7899606271207076,0.26755842164944155,185.5045819083582,19,19,7,0.7485501189416821,0.8240245817228582,75,55,35,73,18,0,2130,346,0,0,1,0,0,0,0,0,1,0,0,0,0
7377-DMMRI,38,6.659674875359134,0,0.0,0,0.46994088810294193,0,13,0.8921717024019638,1,163,0,0.760177620573717,0.5526456176699497,1,0,0.14648468560170674,0.19118931602065825,0.0,28,32,23,0.699726234690689,0.39576252602459616,86,31,30,42,42,1,60,235,0,1,0,0,0,0,0,0,1,0,0,0,0
8402-EIVQS,6,17.126822041292748,13,54.6,13,0.3135391265319416,18,38,1.1447754497135865,1,252,4,0.8420771658142245,0.8965792937967445,1,1,0.13517042995316136,0.36879475792260114,142.17924806447206,16,11,19,0.6607292120828263,0.6224774912419518,90,69,35,21,56,0,2010,139,1,0,0,0,1,0,0,0,0,0,0,0,0
4947-DSMXK,1,26.847803909971816,11,46.2,11,0.24315051486466255,11,87,0.6980293561882782,1,47,4,0.507242256826774,0.4907444118668326,0,0,0.6392059305118499,0.0767832691435491,101.66010301710732,42,17,24,0.5136611792550392,0.9038346519586615,92,3,45,71,11,0,1020,447,0,1,0,0,0,0,0,0,0,0,1,0,0
7245-NIIWQ,1,25.282247283860137,7,29.400000000000002,7,0.4431705812198201,8,22,1.0669152614566118,0,187,0,0.34828942648848515,0.8451568003080319,1,0,0.4082156923142415,0.305550080382753,0.0,44,33,12,0.5145418674380213,0.916012591730923,95,143,25,44,59,0,90,90,0,1,0,0,0,0,0,1,0,0,0,0,0
0002-ORFBO,6,26.38419984613585,8,33.6,8,0.40667872551140105,3,87,1.9792195182315226,0,36,6,0.828917834521627,0.7010841950831288,1,0,0.3718449159606748,0.41738790620545263,94.5161708469962,30,15,15,0.8597231401097782,0.6386679879544761,60,50,40,20,22,0,270,160,1,0,0,0,0,0,0,1,0,0,0,0,0
3324-OIRTO,2,28.675344340637732,7,29.400000000000002,7,0.24771442647706918,22,82,2.3310107801111637,1,83,5,0.8405398067430363,0.8923566752102714,0,1,0.486994532301112,0.3312329010754523,183.91922983190986,4,22,7,0.6293505273675164,0.9053492576609785,13,81,11,53,17,0,2130,146,1,0,0,0,0,0,1,0,0,0,0,0,0
5414-OFQCB,1,17.464155801030476,13,54.6,13,0.411126539429415,16,18,1.453905195663831,0,85,5,0.8452195304074952,0.8864667051158499,1,0,0.6205665369045787,0.1745303306578978,171.18416255955128,29,30,3,0.7932557009116927,0.8774732568241272,8,122,17,20,23,0,1710,280,0,0,1,0,0,0,1,0,0,0,0,0,0
4967-WPNCF,5,40.31772538577193,18,75.60000000000001,18,0.5919884723422724,5,42,2.27724321370077,0,167,1,0.5511672868030828,0.0,1,1,0.6893039863405649,0.32523035562953273,123.15361148934889,29,10,9,0.8153475901143512,0.8086576960657631,3,125,49,72,2,0,2160,307,0,0,1,0,0,0,1,0,0,0,0,0,0
8552-OBVRU,2,29.256016221468887,10,42.0,10,0.37741601017611826,28,93,1.5690205785321674,0,64,4,0.496271272157934,0.5183052003776747,1,1,0.5418194574583397,0.14290751674391566,88.29327109635516,17,12,21,0.8400119300638207,0.6904288287503169,24,2,35,46,14,0,1440,334,0,1,0,0,0,0,0,0,0,1,0,0,0
8499-BRXTD,1,32.52805619188739,6,25.200000000000003,6,0.5048495754023217,18,74,1.154459612440544,1,330,0,0.0,0.5733209735140072,1,1,0.0,0.0,0.0,0,0,0,0.7323693723086946,0.8898202075537855,18,23,40,50,54,0,540,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9154-QDGTH,5,35.20653090923217,9,37.800000000000004,9,0.5253735864955884,12,37,0.5259929041692855,0,226,5,0.8063998024514665,0.4019204184352003,1,1,0.6350440631853714,0.1233857463110769,163.3901898815293,47,15,27,0.5940086593835792,0.6627653258988396,24,129,4,22,49,0,1290,479,1,0,0,0,0,0,0,0,1,0,0,0,0
8197-BFWVU,2,36.596786323387505,14,58.800000000000004,14,0.5271213074906501,18,28,1.7397289624392207,0,329,0,0.5711009838795966,0.4031532862012386,1,1,0.6229532997158873,0.3111259599696197,133.67238788025242,14,4,8,0.3513146061739612,0.6167477454285031,77,38,32,66,46,0,2160,284,0,0,1,0,0,0,0,0,0,1,0,0,0
2577-GVSIL,2,40.62261095971182,16,67.2,16,0.4391224403337902,2,36,2.416657831187247,0,118,8,0.46381009278928687,0.49540188152912584,1,1,0.29245998218532326,0.11161213004862613,86.71615115572604,16,12,5,0.5397541526076648,0.6731328340885465,92,117,26,48,21,0,1050,133,1,0,0,0,0,0,0,0,0,0,0,1,0
9367-OIUXP,5,37.55534887509879,9,37.800000000000004,9,0.3564566399241456,20,41,1.5445248568610974,1,176,0,0.0,0.861073161358991,1,0,0.0,0.0,0.0,0,0,0,0.7483823430715965,0.7750889105167382,37,81,4,44,6,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6770-UAYGJ,2,38.19379184816667,16,67.2,16,0.48843136000685466,20,25,0.6921581424877372,0,299,0,0.0,0.8618249604255885,1,0,0.0,0.0,0.0,0,0,0,0.7103520277581814,0.7872514188115974,99,120,39,63,46,0,1470,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6463-HHXJR,5,43.43857234186912,8,33.6,8,0.2898885104327468,21,92,2.18334167328901,1,127,1,0.4028172707722987,0.5278669462165444,1,0,0.18504594803563268,0.3183226258400449,23.41701123463085,24,3,18,0.6407411650314268,0.9362955416062315,41,110,41,24,39,0,2130,292,0,0,1,0,0,0,0,0,1,0,0,0,0
7928-VJYAB,6,44.577667833022105,8,33.6,8,0.3502249627317289,15,73,0.566698449563046,0,115,9,0.9179718296690691,0.6441424375117915,0,0,0.4230871017274954,0.07102857329005385,78.17807885133666,39,16,22,0.7113549852807342,0.7582594128707918,66,109,3,71,52,0,330,345,0,1,0,0,0,1,0,0,0,0,0,0,0
1187-WILMM,1,21.972584684374375,15,63.0,15,0.29974569973120546,20,57,1.125518974521394,1,104,9,0.6770860461059331,0.5941363555424164,1,0,0.3723045636319181,0.3229515964683927,107.12162350365783,30,25,16,0.7874710228171622,0.8058679290104143,73,39,46,42,32,0,1890,44,0,0,1,0,0,0,0,0,0,0,0,1,0
9776-OJUZI,2,27.606327285338523,16,67.2,16,0.2847610053067703,2,21,1.5687673761367444,0,75,0,0.7718787719229248,0.5172116334265753,1,1,0.5187865626976698,0.2508028451648296,105.61437865264955,32,3,26,0.6463472521264505,0.6142185723382212,19,31,40,68,53,0,1950,288,0,1,0,0,0,0,0,0,1,0,0,0,0
1306-RPWXZ,2,23.29776161044933,13,54.6,13,0.4032366431375859,11,89,0.7227448024477048,0,50,0,0.0,0.5111492385725903,1,1,0.0,0.0,0.0,0,0,0,0.5853122985288759,0.7882960747314106,88,2,43,64,32,0,1470,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8949-JTMAY,20,7.255242397079443,0,0.0,0,0.4519866361021775,0,1,1.6869439172217406,1,197,6,0.9065633815876595,0.844029545656445,0,1,0.1880605166833184,0.5338910384293168,150.61074358866477,9,0,4,0.709858936417227,0.1669723408163687,34,28,9,63,19,1,870,278,0,1,0,0,0,0,0,0,0,0,1,0,0
2774-LVQUS,70,8.313408209788534,2,8.4,2,0.29749626534666057,0,12,1.947931604543138,1,288,0,0.7949422327593274,0.46859941378519604,0,1,0.39220518153816486,0.29254028264489246,0.0,40,33,29,0.4927677131557441,0.23483436461913185,98,125,35,32,47,1,450,181,0,1,0,0,0,0,0,0,0,0,0,0,1
3097-PYWXL,3,17.42000888026991,14,58.800000000000004,14,0.3864475578383921,6,49,2.2213464383213424,0,30,0,0.0,0.7206521721091117,1,1,0.0,0.0,0.0,0,0,0,0.8683227957919992,0.6422469149641239,56,90,14,43,48,0,120,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2266-SJNAT,4,33.157823269404794,16,67.2,16,0.5286127995748562,23,15,1.297115853496018,1,121,8,0.7840125824493895,0.721619883752417,1,0,0.28502987673363056,0.5261021713483468,177.48699052199143,49,32,16,0.301897198069135,0.6747161324091285,6,91,49,35,36,0,2160,83,1,0,0,1,0,0,0,0,0,0,0,0,0
0869-PAPRP,2,35.24854522984762,11,46.2,11,0.3307669349750381,19,16,1.0283502608714743,1,94,7,0.5015466880576372,0.883297103631167,1,1,0.6840397097129319,0.46771421134026475,173.42105931708508,16,2,13,0.6562181804334548,0.8709288982089071,27,134,13,45,54,0,780,452,0,1,0,0,0,0,1,0,0,0,0,0,0
4238-JSSWH,3,41.708440881572216,17,71.4,17,0.24996185090776685,25,99,1.349648331734306,0,105,2,0.5703973442641004,0.503440201154112,1,1,0.7721419025536936,0.37410164827810427,127.40531642614589,19,19,5,0.6913484321737036,0.7279062774417348,13,106,8,65,14,0,1050,362,0,1,0,0,0,0,1,0,0,0,0,0,0
2972-YDYUW,0,35.072838005003476,7,29.400000000000002,7,0.30682590671300514,1,85,1.2040878923627292,0,262,2,0.48134548941192434,0.693447227030489,1,0,0.41683817621882724,0.4554754103765477,185.77162717808116,6,5,11,0.512724855565291,0.9063917114102575,73,62,27,14,8,0,1710,296,1,0,0,0,0,0,0,0,0,0,0,0,1
1104-FEJAM,2,36.93368617796301,6,25.200000000000003,6,0.5982778692111579,23,21,1.484402939381199,0,67,1,0.5299193161206983,0.6422749867101519,1,0,0.6013294697293653,0.12191669593954656,181.495882234921,23,15,9,0.8208567815740091,0.7081548698734619,24,86,14,73,28,0,840,105,0,1,0,0,0,0,0,0,0,1,0,0,0
2809-ILCYT,5,22.58945463053758,13,54.6,13,0.21731898951240958,25,70,2.38857555177167,0,216,0,0.0,0.5877204306898647,1,0,0.0,0.0,0.0,0,0,0,0.592421240020796,0.8102474016647863,2,21,22,75,16,0,750,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5499-ECUTN,1,41.43224850406926,6,25.200000000000003,6,0.3333741252231438,17,21,0.5345258854540134,0,175,5,0.8678737234887164,0.6684194990746999,0,1,0.6885906610679937,0.43546411938046065,81.86489935879489,22,5,13,0.807853053272984,0.851879705831063,48,133,44,42,25,0,1410,100,1,0,0,0,0,0,0,0,1,0,0,0,0
4981-FLTMF,4,27.224227671207625,18,75.60000000000001,18,0.5950178966443491,9,34,0.6584792496514738,0,274,0,0.6848060774983588,0.45465623082526596,1,0,0.45582347392992184,0.385105284571971,0.0,34,35,26,0.33180825636976163,0.9094178721840521,36,11,43,67,47,0,1710,246,0,1,0,0,0,1,0,0,0,0,0,0,0
9121-PHQSR,3,29.123839981997563,15,63.0,15,0.5948006452369341,12,16,0.9274362028500851,0,166,7,0.6733186644530462,0.7792580782714076,0,1,0.24577051963652774,0.5175894251843768,136.50117645800066,10,9,22,0.4738189639962239,0.7138471888254883,25,21,13,76,59,0,480,303,0,1,0,0,0,0,0,1,0,0,0,0,0
3113-IWHLC,3,36.82299608507856,10,42.0,10,0.37914620688964595,29,30,1.0214283963399757,1,231,0,0.7616233703934359,0.49244563258108043,1,0,0.3199493399893839,0.062100714211731634,0.0,27,34,7,0.8367072584350534,0.715083941806488,25,138,10,40,13,0,150,400,0,1,0,0,0,0,0,1,0,0,0,0,0
3211-ILJTT,43,9.95403619685802,0,0.0,0,0.22189769366248946,0,8,2.184164187371,1,50,0,0.754131017229196,0.8822806611985652,1,1,0.5286288715974232,0.42534591508786307,0.0,0,35,26,0.8499535401606222,0.16381753563348372,68,103,44,27,38,1,510,137,0,1,0,0,0,0,0,0,0,0,0,1,0
4612-THJBS,40,8.999764043978029,1,4.2,1,0.45732549939530515,0,6,1.7086359142261827,1,308,8,0.31711670979112727,0.412055909912434,0,0,0.7315122972235477,0.11069792639762935,109.3934300834596,18,16,1,0.5812028188405607,0.30813695340575264,88,52,26,68,54,1,1680,28,1,0,0,0,1,0,0,0,0,0,0,0,0
4277-BWBML,6,24.518043556311184,10,42.0,10,0.5291979072328337,21,27,0.948549309739444,1,257,0,0.0,0.46214389125389055,1,0,0.0,0.0,0.0,0,0,0,0.7751628952124248,0.8089095981836248,54,30,27,77,25,0,2160,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4094-NSEDU,80,2.184571488866899,0,0.0,0,0.3983462760096228,0,10,1.4874828672097955,0,148,0,0.9222276718865694,0.7882120654662947,0,1,0.2419585151339941,0.5467046767558412,121.55740574329081,11,17,21,0.39622329738240647,0.39145181446431343,25,83,33,14,41,1,630,52,0,1,0,0,0,0,0,0,0,0,0,0,1
0234-TEVTT,2,43.8823101445124,9,37.800000000000004,9,0.3814737302809887,4,46,2.0796412504041664,1,207,5,0.3567216882864614,0.0,1,0,0.7423935520213611,0.4410399796399518,100.09697055154383,45,8,2,0.3290150036862173,0.6004033228223645,23,68,26,56,46,0,1440,309,1,0,0,0,0,0,0,0,0,0,0,1,0
4304-TSPVK,3,39.798377652418445,19,79.8,19,0.5179183873202747,22,12,0.8391616785456426,0,264,2,0.5517808396081558,0.6982397188724513,1,0,0.1771226743110358,0.2818720706251934,119.04966867496903,44,4,10,0.3956900410950631,0.8239585543581531,78,110,12,34,24,0,2040,443,0,0,1,0,1,0,0,0,0,0,0,0,0
1552-AAGRX,4,33.06344466471654,9,37.800000000000004,9,0.5914146176441433,23,20,1.0928879316952091,0,141,5,0.5638345850830769,0.537793361810732,1,1,0.19623594574927383,0.15636864812179588,60.01522881423252,43,28,29,0.8222694358179048,0.9425658416790715,42,141,36,63,11,0,900,486,0,1,0,0,0,0,0,0,0,1,0,0,0
2637-FKFSY,6,37.556898922260416,18,75.60000000000001,18,0.37332114467058974,9,55,0.7169840817880335,1,224,0,0.8018175940575707,0.6040209697276229,1,1,0.665219601519588,0.5968768132992764,0.0,47,14,17,0.859850337760313,0.7078283501587797,24,145,25,73,29,0,90,53,0,1,0,1,0,0,0,0,0,0,0,0,0
9796-MVYXX,0,41.82659703575898,9,37.800000000000004,9,0.499089202154778,25,37,1.7327716702246392,1,36,0,0.7136264435894907,0.0,1,0,0.28042382547503775,0.3025674151736466,0.0,17,20,14,0.8049114223179332,0.6151710384953598,86,36,18,32,33,0,420,255,0,0,1,1,0,0,0,0,0,0,0,0,0
7874-ECPQJ,4,43.455976368034996,11,46.2,11,0.47368768496169394,5,41,2.2795209960182943,0,247,0,0.0,0.804000510230523,1,0,0.0,0.0,0.0,0,0,0,0.7610088741248401,0.6663054429992412,49,36,8,33,27,0,120,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0020-INWCK,0,17.38295691200761,19,79.8,19,0.496874319738512,29,73,2.3650235883144086,0,323,8,0.45696516705370055,0.4762884316288536,1,1,0.17462961801088386,0.44253867529383,190.21034259820925,13,11,9,0.5525086161151257,0.9154420624607715,93,97,31,21,58,0,2130,465,0,0,1,0,0,0,1,0,0,0,0,0,0
7089-RKVSZ,2,25.301487811049483,18,75.60000000000001,18,0.4476099330858389,12,54,0.7813809255810271,0,183,0,0.0,0.6526185583608961,1,0,0.0,0.0,0.0,0,0,0,0.5121750103034952,0.8048296676067794,74,134,31,9,17,0,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2683-JXWQQ,6,30.534531693728624,18,75.60000000000001,18,0.2602883134446329,23,49,1.1051836667142132,0,104,0,0.5093424948922298,0.0,1,0,0.7016043458083115,0.0509907899641895,0.0,13,32,5,0.8765738152028806,0.601178981408423,93,132,44,3,36,0,1830,45,0,1,0,0,0,0,0,0,0,0,0,1,0
9548-ZMVTX,5,17.43106883374781,18,75.60000000000001,18,0.5588241310515711,8,31,0.8959845174769636,0,63,0,0.7872123417469581,0.5679208238307696,1,0,0.6181071002548876,0.20359419442775734,0.0,18,22,21,0.4692815538218784,0.6485071027524254,77,41,6,54,29,0,2160,102,0,0,1,0,0,0,0,0,0,0,0,1,0
